title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG
Wonderland,10/3/2003,,,Lions Gate,1060512,1570500,Crime Drama,0,0,"['Randall Emmett', 'George Furla', 'Julie Yorn']",R,109,195,R,Crime_Thriller,62,2003,0,1,0,0,0,0,1,0,0,0,0
Wondrous Oblivion,7/21/2006,,,Palm,88560,120700,Comedy / Drama,0,0,,PG,106,12,PG,Comedy,114,2006,1,0,0,0,0,0,0,1,0,0,0
Woo,5/8/1998,,,New Line,8064972,15356100,Romantic Comedy,0,0,,R,80,625,R,Romance,,1998,1,0,0,0,0,0,1,0,0,0,0
The Wood,7/16/1999,6000000,['Rick Famuyiwa'],Paramount,25059640,44051700,Comedy / Drama,0,0,"['Albert Berger', 'Ron Yerxa']",R,106,1191,R,Comedy,,1999,1,0,0,0,0,0,1,0,0,0,0
Woodlawn,10/16/2015,,"['Andrew Erwin', 'Jon Erwin']",Pure Flix,14394097,14774900,Drama,0,0,,PG,123,1553,PG,Drama,118,2015,0,1,0,0,0,0,0,1,0,0,0
The Woods  - Box Office Mojo,,,,United Artists,,,Horror,0,0,,R,91,,R,Horror,,,0,0,0,0,0,0,1,0,0,0,0
Woodshock,9/22/2017,,,A24,42603,42600,Drama / Thriller,0,0,,R,100,39,R,Drama,,2017,0,1,0,0,0,0,1,0,0,0,0
The Woodsman,12/24/2004,,,Newmarket,1576231,2201000,Drama,0,0,['Lee Daniels'],R,87,84,R,Drama,76,2004,0,0,1,0,0,0,1,0,0,0,0
Wooly Boys,1/23/2004,,['Leszek Burzynski'],MAC Releasing,335726,482800,Unknown,0,0,,PG,99,7,PG,None,,2004,0,0,0,1,0,0,0,1,0,0,0
Wordplay,6/16/2006,,,IFC,3121270,4255400,Documentary,0,0,,PG,94,154,PG,Documentary,146,2006,1,0,0,0,0,0,0,1,0,0,0
The Words,9/7/2012,6000000,"['Brian Klugman', 'Lee Sternthal']",CBS Films,11494838,12641500,Drama,0,0,['Bradley Cooper'],PG-13,96,2801,PG-13,Drama,27,2012,0,1,0,0,0,1,0,0,0,0,0
Words and Pictures,5/23/2014,,['Fred Schepisi'],Roadside Attractions,2171257,2346800,Comedy / Drama,0,0,,PG-13,101,216,PG-13,Comedy,90,2014,1,0,0,0,0,1,0,0,0,0,0
The Work and the Glory,11/24/2004,7500000,,Excel,3347647,4712200,Period Drama,0,0,,PG,118,112,PG,Historical,176,2004,0,0,1,0,0,0,0,1,0,0,0
The Work and the Glory II: American Zion,10/21/2005,6500000,,Vineyard Distribution,2025032,2817700,Period Drama,0,0,,PG-13,100,206,PG-13,Historical,174,2005,0,1,0,0,0,1,0,0,0,0,0
The Work and the Glory III: A House Divided,11/22/2006,6500000,,Excel,1325092,1764800,Period Drama,0,0,,PG,93,44,PG,Historical,162,2006,0,0,1,0,0,0,0,1,0,0,0
Working Girl,12/23/1988,,['Mike Nichols'],Fox,63779477,142747300,Romantic Comedy,6,1,"['Laurence Mark', 'Douglas Wick']",R,114,1149,R,Romance,,1988,0,0,1,0,0,0,1,0,0,0,0
Working Girls,2/27/1987,,,Miramax,1777378,4059300,Drama,0,0,,R,93,,R,Drama,160,1987,0,0,0,1,0,0,1,0,0,0,0
The World According to Garp,7/23/1982,,,Warner Bros.,29712172,90248200,Comedy / Drama,2,0,,R,137,560,R,Comedy,,1982,1,0,0,0,0,0,1,0,0,0,0
A World Apart,6/17/1988,,,Atlantic,2326860,5055700,Unknown,0,0,['Tim Bevan'],PG,113,42,PG,None,230,1988,1,0,0,0,0,0,0,1,0,0,0
World Gone Wild,4/22/1988,,,Lorimar,323947,703900,Sci-Fi Action,0,0,['Robert L. Rosen'],R,95,,R,Fantasy_Scifi,34,1988,0,0,0,0,1,0,1,0,0,0,0
The World Is Not Enough,11/19/1999,135000000,['Michael Apted'],MGM,126943684,221944500,Action,0,0,"['Barbara Broccoli', 'Michael G. Wilson']",PG-13,128,3163,PG-13,Act_Adven,,1999,0,0,1,0,0,1,0,0,0,0,0
World Trade Center,8/9/2006,65000000,['Oliver Stone'],Paramount,70278893,95815300,Drama / Thriller,0,0,"['Michael Shamberg', 'Stacey Sher']",PG-13,125,3021,PG-13,Drama,71,2006,1,0,0,0,0,1,0,0,0,0,0
World Traveler,4/19/2002,2000000,,ThinkFilm,103863,159600,Unknown,0,0,,R,103,19,R,None,,2002,0,0,0,0,1,0,1,0,0,0,0
The World Unseen,11/7/2008,,,Regent Releasing,17808,22100,Period Drama,0,0,,PG-13,94,3,PG-13,Historical,20,2008,0,0,1,0,0,1,0,0,0,0,0
World War Z,6/21/2013,190000000,['Marc Forster'],Paramount,202359711,223588400,Action Horror,0,0,"['Ian Bryce', 'David Ellison', 'Dede Gardner', 'Dana Goldberg', 'Jeremy Kleiner', 'Brad Pitt', 'Paul Schwake']",PG-13,116,3607,PG-13,Act_Adven,111,2013,1,0,0,0,0,1,0,0,0,0,0
The World's End,8/23/2013,20000000,['Edgar Wright'],Focus Features,26004851,29585400,Comedy,0,0,"['Tim Bevan', 'Eric Fellner']",R,109,1553,R,Comedy,104,2013,1,0,0,0,0,0,1,0,0,0,0
The World's Fastest Indian,12/7/2005,25000000,['Roger Donaldson'],Magnolia,5128124,6991500,Period Drama,0,0,['Roger Donaldson'],PG-13,127,251,PG-13,Historical,221,2005,0,0,1,0,0,1,0,0,0,0,0
World's Greatest Athlete,6/12/1981,,,Buena Vista,,,Unknown,0,0,,G,,,G,None,,1981,1,0,0,0,0,0,0,0,1,0,0
World's Greatest Dad,8/21/2009,,['Bobcat Goldthwait'],Magnolia,221805,264800,Comedy,0,0,,R,99,30,R,Comedy,97,2009,1,0,0,0,0,0,1,0,0,0,0
Worth Winning,10/27/1989,,,Fox,3690328,8300900,Unknown,0,0,,PG-13,103,1260,PG-13,None,,1989,0,1,0,0,0,1,0,0,0,0,0
The Wraith,11/21/1986,,,New Century,3500000,8424500,Unknown,0,0,,PG-13,92,588,PG-13,None,,1986,0,0,1,0,0,1,0,0,0,0,0
Wrath of the Titans,3/30/2012,150000000,['Jonathan Liebesman'],Warner Bros.,83670083,92016500,Fantasy,0,0,"['Basil Iwanyk', 'Jon Jashni', 'Polly Johnsen', 'Louis Leterrier', 'Thomas Tull']",PG-13,99,3545,PG-13,Fantasy_Scifi,90,2012,0,0,0,0,1,1,0,0,0,0,0
Wreck-It Ralph,11/2/2012,165000000,['Rich Moore'],Buena Vista,189422889,210339300,Animation,1,0,['John Lasseter'],PG,108,3752,PG,Animation,181,2012,0,0,1,0,0,0,0,1,0,0,0
Wrecked,4/1/2011,,,IFC,8020,8900,Thriller,0,0,,R,89,1,R,Crime_Thriller,13,2011,0,0,0,0,1,0,1,0,0,0,0
The Wrecking Crew,3/13/2015,,,Magnolia,801606,847700,Drama,0,0,,PG,101,65,PG,Drama,132,2015,0,0,0,0,1,0,0,1,0,0,0
The Wrestler,12/17/2008,6000000,['Darren Aronofsky'],Fox Searchlight,26238243,31432800,Sports Drama,2,0,,R,105,776,R,Sports,148,2008,0,0,1,0,0,0,1,0,0,0,0
Wrestling Ernest Hemingway,12/17/1993,,,Warner Bros.,278720,595900,Unknown,0,0,['Todd Black'],PG-13,123,47,PG-13,None,76,1993,0,0,1,0,0,1,0,0,0,0,0
A Wrinkle in Time,3/9/2018,,,Buena Vista,,,Fantasy,0,0,,PG,,,PG,Fantasy_Scifi,,2018,0,0,0,0,1,0,0,1,0,0,0
Wristcutters: A Love Story,10/19/2007,,['Goran Dukic'],After Dark Films,446165,579100,Fantasy Comedy,0,0,,R,91,91,R,Fantasy_Scifi,53,2007,0,1,0,0,0,0,1,0,0,0,0
The Wrong Guys,5/13/1988,,,New World,1152786,2504700,Unknown,0,0,"['Lawrence Gordon', 'Lloyd Levin']",PG,86,,PG,None,,1988,1,0,0,0,0,0,0,1,0,0,0
Wrong Is Right,5/14/1982,,,Columbia,3583513,10884600,Comedy Thriller,0,0,,R,117,934,R,Comedy,,1982,1,0,0,0,0,0,1,0,0,0,0
Wrong Turn,5/30/2003,12600000,,Fox,15418790,22834100,Horror,0,0,"['Don Carmody', 'Robert Kulzer', 'Aaron Ryder']",R,81,1615,R,Horror,118,2003,1,0,0,0,0,0,1,0,0,0,0
Wrongfully Accused,8/21/1998,,,Warner Bros.,9623329,18323300,Comedy,0,0,"['Gary Barber', 'Bernd Eichinger', 'James G. Robinson']",PG-13,86,2062,PG-13,Comedy,,1998,1,0,0,0,0,1,0,0,0,0,0
Wyatt Earp,6/24/1994,63000000,['Lawrence Kasdan'],Warner Bros.,25052000,53520200,Western,1,0,"['Kevin Costner', 'Michael Grillo', 'Lawrence Kasdan', 'Jim Wilson']",PG-13,190,1859,PG-13,Western,,1994,1,0,0,0,0,1,0,0,0,0,0
X,3/10/2000,,,Manga,143355,237500,Animation,0,0,,R,98,1,R,Animation,,2000,0,0,0,0,1,0,1,0,0,0,0
X Games 3D The Movie,8/21/2009,,,Buena Vista,1391434,1665600,Documentary,0,0,,PG,92,1399,PG,Documentary,13,2009,1,0,0,0,0,0,0,1,0,0,0
The X-Files,6/19/1998,,['Rob Bowman'],Fox,83898313,159746700,Sci-Fi Thriller,0,0,,PG-13,121,2650,PG-13,Fantasy_Scifi,,1998,1,0,0,0,0,1,0,0,0,0,0
The X-Files: I Want to Believe,7/25/2008,30000000,,Fox,20982478,26096600,Sci-Fi Thriller,0,0,,PG-13,104,3185,PG-13,Fantasy_Scifi,76,2008,1,0,0,0,0,1,0,0,0,0,0
X-Men,7/14/2000,75000000,['Bryan Singer'],Fox,157299717,260609700,Action / Adventure,0,0,"['Avi Arad', 'Tom DeSanto', 'Lauren Schuler Donner', 'Kevin Feige', 'Stan Lee', 'Ralph Winter']",PG-13,104,3112,PG-13,Act_Adven,,2000,1,0,0,0,0,1,0,0,0,0,0
X-Men Origins: Wolverine,5/1/2009,150000000,['Gavin Hood'],Fox,179883157,215329200,Action / Adventure,0,0,"['Lauren Schuler Donner', 'Richard Donner', 'Hugh Jackman', 'Stan Lee', 'Ralph Winter']",PG-13,107,4102,PG-13,Act_Adven,153,2009,1,0,0,0,0,1,0,0,0,0,0
X-Men: Apocalypse,5/27/2016,178000000,['Bryan Singer'],Fox,155442489,159078800,Action / Adventure,0,0,"['Lauren Schuler Donner', 'Simon Kinberg', 'Hutch Parker', 'Bryan Singer']",PG-13,143,4153,PG-13,Act_Adven,62,2016,1,0,0,0,0,1,0,0,0,0,0
X-Men: Days of Future Past,5/23/2014,200000000,['Bryan Singer'],Fox,233921534,251227700,Action / Adventure,1,0,"['Lauren Schuler Donner', 'Simon Kinberg', 'Stan Lee', 'Hutch Parker', 'Bryan Singer']",PG-13,131,4001,PG-13,Act_Adven,139,2014,1,0,0,0,0,1,0,0,0,0,0
X-Men: First Class,6/3/2011,160000000,['Matthew Vaughn'],Fox,146408305,162390800,Action / Adventure,0,0,"['Simon Kinberg', 'Bryan Singer']",PG-13,131,3692,PG-13,Act_Adven,118,2011,1,0,0,0,0,1,0,0,0,0,0
X-Men: The Last Stand,5/26/2006,210000000,['Brett Ratner'],Fox,234362462,319520100,Action / Adventure,0,0,"['Avi Arad', 'Lauren Schuler Donner', 'Kevin Feige', 'Stan Lee', 'Ralph Winter']",PG-13,104,3714,PG-13,Act_Adven,125,2006,1,0,0,0,0,1,0,0,0,0,0
X2: X-Men United,5/2/2003,110000000,['Bryan Singer'],Fox,214949694,318325200,Action / Adventure,0,0,"['Avi Arad', 'Tom DeSanto', 'Lauren Schuler Donner', 'Kevin Feige', 'Stan Lee', 'Bryan Singer', 'Ralph Winter']",PG-13,134,3749,PG-13,Act_Adven,146,2003,1,0,0,0,0,1,0,0,0,0,0
Xanadu,8/8/1980,,['Robert Greenwald'],Universal,22762571,75565000,Musical,0,0,"['Lawrence Gordon', 'Joel Silver']",PG,96,,PG,Musical,,1980,1,0,0,0,0,0,0,1,0,0,0
Xiu Xiu: The Sent Down Girl,5/7/1999,,,Stratosphere,1010933,1777100,Foreign,0,0,,R,100,22,R,Foreign,181,1999,1,0,0,0,0,0,1,0,0,0,0
XX,2/17/2017,,,Magnolia,30911,31200,Horror,0,0,,R,80,16,R,Horror,34,2017,0,0,0,1,0,0,1,0,0,0,0
XX/XY,4/11/2003,,,IFC,104130,154200,Unknown,0,0,,R,91,14,R,None,69,2003,0,0,0,0,1,0,1,0,0,0,0
XXX,8/9/2002,70000000,['Rob Cohen'],Sony (Revolution),142109382,218406600,Action,0,0,"['Vin Diesel', 'Todd Garner', 'Neal H. Moritz', 'George Zakk']",PG-13,113,3536,PG-13,Act_Adven,149,2002,1,0,0,0,0,1,0,0,0,0,0
XXX: State of the Union,4/29/2005,,['Lee Tamahori'],Sony (Revolution),26873932,37439000,Action Thriller,0,0,"['Todd Garner', 'Neal H. Moritz']",PG-13,93,3480,PG-13,Act_Adven,31,2005,0,0,0,0,1,1,0,0,0,0,0
xXx: The Return of Xander Cage,1/20/2017,85000000,['D.J. Caruso'],Paramount,44898413,45355500,Action / Adventure,0,0,"['Vin Diesel', 'Joe Roth']",PG-13,107,3651,PG-13,Act_Adven,55,2017,0,0,0,1,0,1,0,0,0,0,0
Y Tu Mama Tambien,3/15/2002,,['Alfonso Cuaron'],IFC,13839658,21271600,Foreign,1,0,['Sergio Aguero'],R,105,286,R,Foreign,139,2002,0,0,0,0,1,0,1,0,0,0,0
The Yakuza,3/19/1975,,['Sydney Pollack'],Warner Bros.,,,Crime Drama,0,0,['Sydney Pollack'],R,112,,R,Crime_Thriller,,1975,0,0,0,0,1,0,1,0,0,0,0
Yakuza Apocalypse,10/9/2015,,['Takashi Miike'],Samuel Goldwyn,12756,13100,Action Comedy,0,0,,R,125,1,R,Act_Adven,23,2015,0,1,0,0,0,0,1,0,0,0,0
Yanks,9/19/1979,,,Universal,3931010,13985600,Unknown,0,0,,R,139,,R,None,,1979,0,1,0,0,0,0,1,0,0,0,0
The Yards,10/20/2000,24000000,['James Gray'],Miramax,889352,1473500,Crime Drama,0,0,['Nick Wechsler'],R,115,146,R,Crime_Thriller,,2000,0,1,0,0,0,0,1,0,0,0,0
The Year My Parents Went on Vacation,2/15/2008,,,City Lights Pictures Releasing,807117,1003800,Foreign,0,0,,PG,104,30,PG,Foreign,153,2008,0,0,0,1,0,0,0,1,0,0,0
The Year My Voice Broke,8/25/1988,,,Avenue Pict.,213901,464800,Unknown,0,0,['George Miller'],PG-13,103,20,PG-13,None,70,1988,1,0,0,0,0,1,0,0,0,0,0
The Year of Living Dangerously,1/21/1983,,['Peter Weir'],Warner Bros.,10278575,29138900,Drama / Thriller,1,1,,PG,115,690,PG,Drama,,1983,0,0,0,1,0,0,0,1,0,0,0
Year of the Comet,4/24/1992,,,Columbia,2791515,6006800,Romantic Comedy,0,0,,PG-13,89,1006,PG-13,Romance,,1992,0,0,0,0,1,1,0,0,0,0,0
Year of the Dog,4/13/2007,,['Mike White'],Paramount Vantage,1540141,1999000,Drama,0,0,"['Dede Gardner', 'Brad Pitt']",PG-13,97,152,PG-13,Drama,76,2007,0,0,0,0,1,1,0,0,0,0,0
Year of the Dragon,8/16/1985,,['Michael Cimino'],MGM,18707466,47058500,Action / Crime,0,0,,R,134,982,R,Act_Adven,,1985,1,0,0,0,0,0,1,0,0,0,0
Year of the Gun,11/1/1991,,,Triumph,1182273,2507800,Action Thriller,0,0,['Eric Fellner'],R,111,739,R,Act_Adven,,1991,0,0,1,0,0,0,1,0,0,0,0
The Year of the Yao,4/15/2005,,"['Adam Del Deo', 'James D. Stern']",Fine Line,35591,49600,Documentary,0,0,"['Adam Del Deo', 'James D. Stern']",PG,88,12,PG,Documentary,118,2005,0,0,0,0,1,0,0,1,0,0,0
Year One,6/19/2009,60000000,['Harold Ramis'],Sony / Columbia,43337279,53900000,Adventure Comedy,0,0,"['Judd Apatow', 'Rodney Rothman', 'Clayton Townsend']",PG-13,100,3024,PG-13,Act_Adven,58,2009,1,0,0,0,0,1,0,0,0,0,0
A Year Without Love,2/10/2006,,,Strand,24381,33200,Foreign,0,0,,R,102,2,R,Foreign,90,2006,0,0,0,1,0,0,1,0,0,0,0
Yellow Day,9/19/2014,,,Providence Film Partners,173819,32800,Family,0,0,,PG,98,1,PG,Family,,2014,0,1,0,0,0,0,0,1,0,0,0
Yellow Day,12/11/2015,,,Providence Film Partners,173819,149600,Family,0,0,,PG,98,40,PG,Family,,2015,0,0,1,0,0,0,0,1,0,0,0
The Yellow Handkerchief,2/26/2010,15500000,,Samuel Goldwyn,318623,357900,Drama,0,0,,PG-13,102,29,PG-13,Drama,83,2010,0,0,0,1,0,1,0,0,0,0,0
Yellowbeard,6/24/1983,,,Orion Pictures,4300000,12190200,Adventure Comedy,0,0,,PG,96,761,PG,Act_Adven,,1983,1,0,0,0,0,0,0,1,0,0,0
Yentl,11/18/1983,,['Barbra Streisand'],MGM,40218899,108364300,Musical,5,1,,PG,134,747,PG,Musical,,1983,0,0,1,0,0,0,0,1,0,0,0
Yes,6/24/2005,,,Sony Classics,396760,552700,Romance,0,0,,R,95,26,R,Romance,97,2005,1,0,0,0,0,0,1,0,0,0,0
Yes Man,12/19/2008,70000000,['Peyton Reed'],Warner Bros.,97690976,118488200,Comedy,0,0,"['Dana Goldberg', 'David Heyman']",PG-13,104,3434,PG-13,Comedy,104,2008,0,0,1,0,0,1,0,0,0,0,0
The Yes Men,9/24/2004,,,United Artists,255364,367200,Documentary,0,0,,R,80,32,R,Documentary,,2004,0,1,0,0,0,0,1,0,0,0,0
"Yes, Giorgio",9/24/1982,,,MGM,2279543,6923900,Unknown,1,0,,PG,110,424,PG,None,,1982,0,1,0,0,0,0,0,1,0,0,0
Yoga Hosers,9/2/2016,,['Kevin Smith'],Invincible Pictures,,,Comedy,0,0,,PG-13,88,,PG-13,Comedy,,2016,0,1,0,0,0,1,0,0,0,0,0
Yogi Bear,12/17/2010,80000000,,Warner Bros.,100246011,112757200,Family Comedy,0,0,['Karen Rosenfelt'],PG,82,3515,PG,Family,111,2010,0,0,1,0,0,0,0,1,0,0,0
Yonkers Joe,1/9/2009,,,Magnolia,8286,10300,Crime Drama,0,0,,R,102,2,R,Crime_Thriller,20,2009,0,0,0,1,0,0,1,0,0,0,0
Yor: Hunter from the Future,8/19/1983,,,Columbia,2810199,7966700,Unknown,0,0,,PG,88,1425,PG,None,,1983,1,0,0,0,0,0,0,1,0,0,0
Yosemite,1/1/2016,,,"Monterey Media, Inc.",13931,14500,Drama,0,0,,R,82,4,R,Drama,69,2016,0,0,0,1,0,0,1,0,0,0,0
Yossi and Jagger,9/24/2003,,,Strand,267005,391900,Unknown,0,0,,R,65,6,R,None,225,2003,0,1,0,0,0,0,1,0,0,0,0
You Again,9/24/2010,20000000,['Andy Fickman'],Buena Vista,25702053,28870400,Comedy,0,0,['Andy Fickman'],PG,105,2548,PG,Comedy,83,2010,0,1,0,0,0,0,0,1,0,0,0
You Can Count on Me,11/10/2000,,['Kenneth Lonergan'],Paramount Classics,9183362,14752500,Drama,2,0,['Martin Scorsese'],R,111,150,R,Drama,,2000,0,0,1,0,0,0,1,0,0,0,0
You Don't Mess with the Zohan,6/6/2008,90000000,['Dennis Dugan'],Sony / Columbia,100018837,124396700,Comedy,0,0,"['Jack Giarraputo', 'Adam Sandler']",PG-13,113,3466,PG-13,Comedy,93,2008,1,0,0,0,0,1,0,0,0,0,0
You Got Served,1/30/2004,8000000,['Chris Stokes'],Sony / Screen Gems,40363810,58043300,Music Drama,0,0,,PG-13,95,1943,PG-13,Musical,104,2004,0,0,0,1,0,1,0,0,0,0,0
You Kill Me,6/22/2007,,['John Dahl'],IFC,2429367,3153200,Crime Comedy,0,0,['Tea Leoni'],R,92,252,R,Crime_Thriller,62,2007,1,0,0,0,0,0,1,0,0,0,0
You Only Live Twice,6/13/1967,,,United Artists,43084787,320622600,Action,0,0,,PG,117,,PG,Act_Adven,,1967,1,0,0,0,0,0,0,1,0,0,0
You Will Be My Son,8/16/2013,,,Cohen Media Group,285151,317100,Foreign,0,0,,R,102,21,R,Foreign,76,2013,1,0,0,0,0,0,1,0,0,0,0
You Will Meet a Tall Dark Stranger,9/22/2010,22000000,['Woody Allen'],Sony Classics,3248246,3633700,Romance,0,0,,R,98,402,R,Romance,141,2010,0,1,0,0,0,0,1,0,0,0,0
You're Next,8/23/2013,,['Adam Wingard'],Lionsgate,18494006,21057200,Horror,0,0,['Keith Calder'],R,96,2437,R,Horror,55,2013,1,0,0,0,0,0,1,0,0,0,0
You're Not You,10/10/2014,,,Entertainment One,11486,12700,Drama,0,0,"['Denise Di Novi', 'Hilary Swank']",R,104,5,R,Drama,6,2014,0,1,0,0,0,0,1,0,0,0,0
You've Got Mail,12/18/1998,65000000,['Nora Ephron'],Warner Bros.,115821495,212920200,Romantic Comedy,0,0,"['Lauren Schuler Donner', 'Nora Ephron']",PG,119,2948,PG,Romance,,1998,0,0,1,0,0,0,0,1,0,0,0
"You, Me and Dupree",7/14/2006,54000000,"['Anthony Russo', 'Joe Russo']",Universal,75628110,103108200,Comedy,0,0,"['Mary Parent', 'Scott Stuber']",PG-13,108,3137,PG-13,Comedy,83,2006,1,0,0,0,0,1,0,0,0,0,0
The Young & Prodigious T.S. Spivet,7/31/2015,,['Jean-Pierre Jeunet'],Weinstein Company,173564,187900,Adventure,0,0,,PG,105,100,PG,Act_Adven,35,2015,1,0,0,0,0,0,0,1,0,0,0
Young Adam,4/16/2004,6400000,,Sony Classics,767373,1103500,Crime Thriller,0,0,,NC-17,93,41,NC-17,Crime_Thriller,125,2004,0,0,0,0,1,0,0,0,0,0,0
Young Adult,12/9/2011,12000000,['Jason Reitman'],Paramount,16311571,18520900,Comedy / Drama,0,0,"['Diablo Cody', 'John Malkovich', 'Mason Novick', 'Steven M. Rales', 'Jason Reitman', 'Charlize Theron']",R,94,987,R,Comedy,76,2011,0,0,1,0,0,0,1,0,0,0,0
The Young Black Stallion,12/25/2003,,,Buena Vista,6751389,9705200,IMAX,0,0,"['Kathleen Kennedy', 'Frank Marshall']",G,45,51,G,Other,620,2003,0,0,1,0,0,0,0,0,1,0,0
Young Doctors in Love,7/16/1982,,['Garry Marshall'],Fox,30688860,93214800,Comedy,0,0,['Jerry Bruckheimer'],R,92,796,R,Comedy,,1982,1,0,0,0,0,0,1,0,0,0,0
Young Einstein,8/4/1989,,,Warner Bros.,11536599,25950100,Unknown,0,0,,PG,91,1217,PG,None,,1989,1,0,0,0,0,0,0,1,0,0,0
Young Frankenstein,12/15/1974,2800000,['Mel Brooks'],Fox,86273333,407630100,Horror Comedy,0,0,,PG,106,,PG,Horror,,1974,0,0,1,0,0,0,0,1,0,0,0
Young Girls of Rochefort,8/14/1998,,,Miramax,91837,174900,Unknown,0,0,,G,125,,G,None,48,1998,1,0,0,0,0,0,0,0,1,0,0
Young Guns,8/12/1988,,,Fox,45661556,99211100,Western,0,0,"['James G. Robinson', 'Joe Roth']",R,102,1416,R,Western,,1988,1,0,0,0,0,0,1,0,0,0,0
Young Guns II,8/3/1990,,,Fox,44143410,93191600,Western,1,0,"['Gary Barber', 'James G. Robinson', 'Joe Roth']",PG-13,104,1770,PG-13,Western,,1990,1,0,0,0,0,1,0,0,0,0,0
The Young Messiah,3/11/2016,,,Focus Features,6490401,6753300,Historical Drama,0,0,,PG-13,111,1769,PG-13,Historical,41,2016,0,0,0,0,1,1,0,0,0,0,0
Young Ones,10/17/2014,,['Jake Paltrow'],Screen Media,,,Sci-Fi,0,0,,R,100,,R,Fantasy_Scifi,,2014,0,1,0,0,0,0,1,0,0,0,0
The Young Poisoner's Handbook,2/23/1996,,,Lions Gate,536825,1084600,Comedy Thriller,0,0,,R,99,,R,Comedy,153,1996,0,0,0,1,0,0,1,0,0,0,0
Young Sherlock Holmes,12/6/1985,,['Barry Levinson'],Paramount,19739575,48499400,Period Adventure,1,0,"['Mark Johnson', 'Kathleen Kennedy', 'Frank Marshall', 'Steven Spielberg']",PG-13,108,1502,PG-13,Historical,,1985,0,0,1,0,0,1,0,0,0,0,0
Young Soul Rebels,11/20/1991,,,Miramax,225664,478700,Unknown,0,0,,R,105,8,R,None,,1991,0,0,1,0,0,0,1,0,0,0,0
The Young Victoria,12/18/2009,35000000,['Jean-Marc Vallee'],Apparition,11001272,12456200,Historical Drama,3,1,"['Tim Headington', 'Graham King', 'Martin Scorsese']",PG,104,476,PG,Historical,132,2009,0,0,1,0,0,0,0,1,0,0,0
Young@Heart,4/9/2008,,,Fox Searchlight,3992189,4965200,Documentary,0,0,,PG,107,212,PG,Documentary,169,2008,0,0,0,0,1,0,0,1,0,0,0
Youngblood,1/31/1986,,,United Artists,15448384,37184400,Sports Drama,0,0,['Jon Peters'],R,110,1354,R,Sports,,1986,0,0,0,1,0,0,1,0,0,0,0
Your Friends and Neighbors,8/21/1998,,['Neil LaBute'],Gramercy,4714658,8977000,Comedy / Drama,0,0,['Steve Golin'],R,101,246,R,Comedy,76,1998,1,0,0,0,0,0,1,0,0,0,0
Your Highness,4/8/2011,49900000,['David Gordon Green'],Universal,21596445,24536400,Comedy,0,0,"['Danny McBride', 'Scott Stuber']",R,102,2772,R,Comedy,41,2011,0,0,0,0,1,0,1,0,0,0,0
Your Mommy Kills Animals,7/20/2007,,,Halo8 Releasing,34000,44100,Documentary,0,0,,R,105,1,R,Documentary,0,2007,1,0,0,0,0,0,1,0,0,0,0
Your Name.,4/7/2017,,,FUNimation Films,5017246,5006100,Animation,0,0,,PG,106,311,PG,Animation,111,2017,0,0,0,0,1,0,0,1,0,0,0
Your Sister's Sister,6/15/2012,,['Lynn Shelton'],IFC,1636190,1856200,Comedy / Drama,0,0,['Mark Duplass'],R,90,101,R,Comedy,72,2012,1,0,0,0,0,0,1,0,0,0,0
"Yours, Mine and Ours",11/23/2005,45000000,['Raja Gosnell'],Paramount,53412862,74295000,Family Comedy,0,0,['Robert Simonds'],PG,90,3210,PG,Family,85,2005,0,0,1,0,0,0,0,1,0,0,0
Youssou N'Dour: I Bring What I Love,6/12/2009,,,Shadow Dist.,172225,204800,Documentary,0,0,,PG,102,7,PG,Documentary,300,2009,1,0,0,0,0,0,0,1,0,0,0
Youth,12/4/2015,,['Paolo Sorrentino'],Fox Searchlight,2703296,2794900,Drama,1,0,,R,118,149,R,Drama,97,2015,0,0,1,0,0,0,1,0,0,0,0
Youth in Revolt,1/8/2010,18000000,['Miguel Arteta'],Weinstein / Dimension,15281286,17165000,Comedy,0,0,,R,90,1873,R,Comedy,76,2010,0,0,0,1,0,0,1,0,0,0,0
Youth Without Youth,12/14/2007,,['Francis Ford Coppola'],Sony Classics,244397,309300,Drama,0,0,,R,124,18,R,Drama,76,2007,0,0,1,0,0,0,1,0,0,0,0
Yu-Gi-Oh! The Dark Side of Dimensions,1/27/2017,,,Screenvision,1015339,1025700,Animation,0,0,,PG,130,552,PG,Animation,20,2017,0,0,0,1,0,0,0,1,0,0,0
Yu-Gi-Oh! The Movie,8/13/2004,,,Warner Bros.,19765868,28423400,Animation,0,0,,PG,90,2411,PG,Animation,82,2004,1,0,0,0,0,0,0,1,0,0,0
Yves Saint Laurent,6/25/2014,,,Weinstein Company,723593,799300,Foreign,0,0,,R,105,24,R,Foreign,92,2014,1,0,0,0,0,0,1,0,0,0,0
Z,3/13/2009,,['Costa-Gavras'],Rialto,83305,99700,Foreign,0,0,,R,127,2,R,Foreign,184,2009,0,0,0,0,1,0,1,0,0,0,0
Z for Zachariah,8/28/2015,,['Craig Zobel'],Roadside Attractions,121461,131500,Drama,0,0,['Tobey Maguire'],PG-13,98,29,PG-13,Drama,20,2015,1,0,0,0,0,1,0,0,0,0,0
