title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,oscar_wins,producers,rating,runtime_mins,theaters,clean_rating,new_genre,days_in_theater,year,summer,fall,holiday,winter,spring,PG-13,R,PG,G,GP,M/PG,director_prev_nom,director_prev_win,BAFTA,Golden Globe,Guild,rt_critic_score,rt_audience_score,encoded_director,encoded_genre,encoded_producer
Against the Sun,1/23/2015,0.0,0,The American Film Company,4646.0,5100.0,Adventure,0,0.0,,PG,100.0,11.0,PG,Act_Adven,6.0,2015.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4
Agatha,2/9/1979,0.0,Michael Apted,Warner Bros.,7500000.0,26683300.0,Unknown,1,0.0,,PG,105.0,,PG,None,,1979.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,50,11,4
The Age of Adaline,4/24/2015,0.0,Lee Toland Krieger,Lionsgate,42629776.0,44293500.0,Drama,0,0.0,"['Sidney Kimmel', 'Gary Lucchesi', 'Tom Rosenberg']",PG-13,112.0,3070.0,PG-13,Drama,76.0,2015.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,51,6,40
The Age of Innocence,9/17/1993,34000000.0,Martin Scorsese,Columbia,32255440.0,69575100.0,Period Drama,5,1.0,['Barbara De Fina'],PG,138.0,839.0,PG,Historical,,1993.0,0,1,0,0,0,0,0,1,0,0,0,3,0,2,4,1,80.0,76.0,47,14,41
Agent Cody Banks,3/14/2003,28000000.0,Harald Zwart,MGM,47938330.0,70993300.0,Family Adventure,0,0.0,"['Dylan Sellers', 'Bob Yari']",PG,110.0,3369.0,PG,Family,139.0,2003.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,52,12,42
Agent Cody Banks 2: Destination London,3/12/2004,26000000.0,0,MGM,23630159.0,33980200.0,Family Adventure,0,0.0,"['Dylan Sellers', 'Bob Yari']",PG,101.0,2973.0,PG,Family,69.0,2004.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,12,42
Agnes Browne,12/3/1999,0.0,0,USA Films,148853.0,247700.0,Unknown,0,0.0,,R,92.0,21.0,R,None,111.0,1999.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Agnes of God,9/13/1985,0.0,Norman Jewison,Columbia,25627836.0,64466600.0,Drama / Thriller,3,0.0,,PG-13,100.0,646.0,PG-13,Drama,,1985.0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,46.0,55.0,53,6,4
Agora,5/28/2010,70000000.0,Alejandro Amenabar,Newmarket,619423.0,695800.0,Historical Drama,0,0.0,,R,127.0,17.0,R,Historical,146.0,2010.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,54,14,4
The Agronomist,4/23/2004,0.0,Jonathan Demme,ThinkFilm,226189.0,325300.0,Documentary,0,0.0,,PG-13,91.0,21.0,PG-13,Documentary,65.0,2004.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,55,10,4
Ai Weiwei: Never Sorry,7/27/2012,0.0,0,IFC,534100.0,613000.0,Documentary,0,0.0,,R,90.0,37.0,R,Documentary,62.0,2012.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
Aileen: The Life and Death of a Serial Killer,1/9/2004,0.0,0,Lantern Lane,97362.0,140000.0,Documentary,0,0.0,,R,89.0,6.0,R,Documentary,48.0,2004.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
Ain't Them Bodies Saints,8/16/2013,0.0,0,IFC,396519.0,450600.0,Western,0,0.0,,R,90.0,44.0,R,Western,48.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,15,4
Air America,8/10/1990,0.0,Roger Spottiswoode,TriStar,31053601.0,65557600.0,Action Comedy,0,0.0,,R,113.0,1902.0,R,Act_Adven,,1990.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,56,0,4
Air Bud,8/1/1997,0.0,0,Buena Vista,23144499.0,45028400.0,Family,0,0.0,,PG,98.0,1795.0,PG,Family,,1997.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,12,4
Air Bud: Golden Receiver,8/14/1998,0.0,0,Miramax,10224116.0,19467200.0,Family,0,0.0,,G,90.0,1669.0,G,Family,,1998.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,12,4
Air Force One,7/25/1997,85000000.0,Wolfgang Petersen,Sony / Columbia,172956409.0,336417000.0,Action Thriller,2,0.0,['Marc Abraham'],R,124.0,2981.0,R,Act_Adven,,1997.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,57,0,43
Air Guitar Nation,3/23/2007,0.0,0,Shadow Dist.,71471.0,92800.0,Documentary,0,0.0,,R,81.0,10.0,R,Documentary,139.0,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
The Air I Breathe,1/25/2008,0.0,0,ThinkFilm,25775.0,32100.0,Drama,0,0.0,,R,97.0,7.0,R,Drama,6.0,2008.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
The Air Up There,1/7/1994,0.0,Paul Michael Glaser,Miramax,21011318.0,44887800.0,Sports Comedy,0,0.0,"['Ted Field', 'Scott Kroopf']",PG,107.0,1721.0,PG,Sports,,1994.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,58,7,44
Airborne,9/17/1993,0.0,Rob Bowman,Warner Bros.,2850263.0,6148000.0,Comedy,0,0.0,,PG,129.0,982.0,PG,Comedy,,1993.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,59,1,4
Airheads,8/5/1994,0.0,Michael Lehman,Fox,5751882.0,12288100.0,Comedy,0,0.0,['Robert Simonds'],PG-13,92.0,1229.0,PG-13,Comedy,,1994.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,60,1,45
Airplane II: The Sequel,12/10/1982,0.0,0,Paramount,27150534.0,80524500.0,Sci-Fi Comedy,0,0.0,,PG,84.0,1300.0,PG,Fantasy_Scifi,,1982.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,2,4
Airplane!,6/27/1980,3500000.0,"Jim Abrahams, David Zucker, Jerry Zucker",Paramount,83453539.0,277040900.0,Comedy,0,0.0,"['Jim Abrahams', 'Hunt Lowry', 'David Zucker', 'Jerry Zucker']",PG,88.0,,PG,Comedy,,1980.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,97.0,89.0,61,1,46
Airport,3/5/1970,10000000.0,"George Seaton, Henry Hathaway",Universal,100489151.0,590373800.0,Drama / Thriller,4,0.0,['Ross Hunter'],G,137.0,,G,Drama,,1970.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,80.0,54.0,62,6,47
Airport '77,3/11/1977,0.0,Jerry Jameson,Universal,0.0,0.0,Drama / Thriller,0,0.0,['William Frye'],PG,114.0,,PG,Drama,,1977.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,63,6,48
Airport 1975,10/18/1974,0.0,Jack Smight,Universal,0.0,0.0,Drama / Thriller,0,0.0,['William Frye'],PG,107.0,,PG,Drama,,1974.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,64,6,48
AKA,12/12/2003,0.0,0,Empire,49988.0,72400.0,Unknown,0,0.0,,R,120.0,3.0,R,None,160.0,2003.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Akeelah and the Bee,4/28/2006,8000000.0,0,Lionsgate,18848430.0,25697200.0,Drama,0,0.0,,PG,112.0,2195.0,PG,Drama,83.0,2006.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
Akira,12/25/1989,0.0,0,Streamline,553171.0,927700.0,Animation,0,0.0,,R,124.0,2.0,R,Animation,,1989.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,13,4
Akira,3/30/2001,0.0,0,Pioneer,553171.0,179900.0,Animation,0,0.0,,R,124.0,1.0,R,Animation,,2001.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,13,4
Alabama Moon,3/18/2011,0.0,0,Unknown,47305.0,53700.0,Family Adventure,0,0.0,,PG,98.0,7.0,PG,Family,48.0,2011.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,12,4
Aladdin,11/13/1992,28000000.0,0,Buena Vista,217350219.0,468310200.0,Animation,5,2.0,,G,90.0,2331.0,G,Animation,,1992.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,94.0,92.0,1,13,4
The Alamo,4/9/2004,107000000.0,John Lee Hancock,Buena Vista,22414961.0,32232800.0,War,2,0.0,"['Ron Howard', 'Mark Johnson']",PG-13,137.0,2609.0,PG-13,War,104.0,2004.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50.0,64.0,65,16,49
Alan Partridge: The Movie,4/4/2014,0.0,0,Magnolia,153426.0,164500.0,Comedy,0,0.0,,R,90.0,22.0,R,Comedy,55.0,2014.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
An Alan Smithee Film: Burn Hollywood Burn,2/27/1998,0.0,0,Buena Vista,45779.0,87200.0,Comedy,0,0.0,,R,86.0,19.0,R,Comedy,13.0,1998.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
The Alarmist,10/16/1998,0.0,0,Lions Gate,59864.0,114000.0,Unknown,0,0.0,['Beau Flynn'],R,92.0,11.0,R,None,-270.0,1998.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,50
Alaska,8/14/1996,0.0,0,Sony / Columbia,11829959.0,23900800.0,Family Adventure,0,0.0,,PG,109.0,1566.0,PG,Family,,1996.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,12,4
Albert Nobbs,1/27/2012,0.0,0,Roadside Attractions,3014696.0,3396400.0,Drama,3,0.0,['Glenn Close'],R,114.0,245.0,R,Drama,111.0,2012.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,57.0,48.0,1,6,51
Albino Alligator,1/17/1997,6000000.0,0,Miramax,339379.0,660300.0,Unknown,0,0.0,,R,94.0,12.0,R,None,27.0,1997.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Alex and Emma,6/20/2003,30000000.0,Rob Reiner,Warner Bros.,14218698.0,21056900.0,Romantic Comedy,0,0.0,"['Todd Black', 'Jason Blumenthal', 'Steve Tisch']",PG-13,100.0,2310.0,PG-13,Romance,55.0,2003.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,66,5,52
Alex Cross,10/19/2012,35000000.0,Rob Cohen,Lionsgate/Summit,25888412.0,28719400.0,Crime Thriller,0,0.0,"['Randall Emmett', 'George Furla']",PG-13,101.0,2541.0,PG-13,Crime_Thriller,76.0,2012.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,67,3,53
Alex of Venice,4/17/2015,0.0,Chris Messina,Screen Media,0.0,0.0,Drama,0,0.0,,R,86.0,,R,Drama,,2015.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,68,6,4
Alex Rider: Operation Stormbreaker,10/6/2006,0.0,Geoffrey Sax,Weinstein Company,677646.0,923900.0,Action / Adventure,0,0.0,,PG,93.0,221.0,PG,Act_Adven,65.0,2006.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,69,0,4
Alexander,11/24/2004,155000000.0,Oliver Stone,Warner Bros.,34297191.0,49304000.0,Historical Epic,0,0.0,"['Jon Kilik', 'Gianni Nunnari']",R,176.0,2445.0,R,Historical,69.0,2004.0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,0,0,0.0,0.0,70,14,54
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10/10/2014,28000000.0,Miguel Arteta,Buena Vista,66954149.0,72081800.0,Family,0,0.0,['Shawn Levy'],PG,81.0,3117.0,PG,Family,139.0,2014.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,71,12,55
Alfie,11/5/2004,60000000.0,Charles Shyer,Paramount,13399812.0,19268100.0,Comedy / Drama,4,0.0,['Charles Shyer'],R,102.0,2215.0,R,Comedy,69.0,2004.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,100.0,76.0,43,1,56
"Alfredo, Alfredo",12/5/1973,0.0,0,Paramount,0.0,0.0,Unknown,0,0.0,,R,104.15257614574438,,R,None,,1973.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Ali,12/25/2001,107000000.0,Michael Mann,Sony / Columbia,58203105.0,90274200.0,Sports Drama,2,0.0,"['Graham King', 'James Lassiter', 'Michael Mann', 'Jon Peters']",R,156.0,2521.0,R,Sports,51.0,2001.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,67.0,65.0,72,7,57
The Alibi  - Box Office Mojo,,0.0,0,IDP,0.0,0.0,Crime Comedy,0,0.0,,R,90.0,,R,Crime_Thriller,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,4
Alice,12/25/1990,0.0,Woody Allen,Orion Pictures,7331647.0,15550500.0,Fantasy Comedy,1,0.0,,PG-13,106.0,325.0,PG-13,Fantasy_Scifi,,1990.0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,1,0,77.0,58.0,73,2,4
Alice Doesn't Live Here Anymore,12/9/1974,0.0,Martin Scorsese,Warner Bros.,18600000.0,88822500.0,Comedy / Drama,3,0.0,,PG,112.0,,PG,Comedy,,1974.0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2,0,88.0,82.0,47,1,4
Alice et Martin,7/21/2000,0.0,0,USA Films,500896.0,829900.0,Unknown,0,0.0,,R,123.0,20.0,R,None,97.0,2000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
Alice in Wonderland,3/5/2010,200000000.0,Tim Burton,Buena Vista,334191110.0,375387000.0,Family Adventure,3,2.0,['Joe Roth'],PG,109.0,3739.0,PG,Family,125.0,2010.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,52.0,55.0,74,12,58
Alice Through the Looking Glass,5/27/2016,170000000.0,James Bobin,Buena Vista,77041381.0,78853000.0,Family Adventure,0,0.0,"['Tim Burton', 'Joe Roth']",PG,112.0,3763.0,PG,Family,97.0,2016.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,75,12,59
Alien,5/25/1979,11000000.0,Ridley Scott,Fox,80931801.0,280867700.0,Sci-Fi Horror,2,1.0,"['Gordon Carroll', 'David Giler', 'Walter Hill']",R,117.0,757.0,R,Fantasy_Scifi,,1979.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,97.0,94.0,76,2,60
Alien 3,5/22/1992,50000000.0,David Fincher,Fox,55473545.0,119368400.0,Sci-Fi Horror,1,0.0,"['Gordon Carroll', 'David Giler', 'Walter Hill']",R,114.0,2227.0,R,Fantasy_Scifi,,1992.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,77,2,60
Alien Nation,10/7/1988,0.0,0,Fox,25216243.0,54788600.0,Sci-Fi Action,0,0.0,['Gale Anne Hurd'],R,91.0,1436.0,R,Fantasy_Scifi,,1988.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,2,13
Alien Resurrection,11/26/1997,75000000.0,Jean-Pierre Jeunet,Fox,47795658.0,92988100.0,Sci-Fi Horror,0,0.0,"['Bill Badalato', 'Gordon Carroll', 'David Giler', 'Walter Hill']",R,109.0,2449.0,R,Fantasy_Scifi,,1997.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,78,2,61
Alien Trespass,4/3/2009,0.0,0,Roadside Attractions,104526.0,125100.0,Sci-Fi Comedy,0,0.0,,PG,88.0,40.0,PG,Fantasy_Scifi,157.0,2009.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,2,4
Alien Vs. Predator,8/13/2004,60000000.0,Paul W.S. Anderson,Fox,80282231.0,115446100.0,Sci-Fi Horror,0,0.0,"['Gordon Carroll', 'John Davis', 'David Giler', 'Wyck Godfrey', 'Thomas M. Hammel', 'Walter Hill']",PG-13,87.0,3401.0,PG-13,Fantasy_Scifi,111.0,2004.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,79,2,62
Alien: Covenant,5/19/2017,97000000.0,Ridley Scott,Fox,74262031.0,74097800.0,Sci-Fi Horror,0,0.0,,R,122.0,3772.0,R,Fantasy_Scifi,104.0,2017.0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0.0,0.0,76,2,4
Alien: The Director's Cut,10/29/2003,0.0,table.chart-wide { width: 100%; },Fox,80931801.0,2942500.0,Sci-Fi Horror,0,0.0,,R,116.0,347.0,R,Fantasy_Scifi,36.0,2003.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,80,2,4
Aliens,7/18/1986,0.0,James Cameron,Fox,85160248.0,204981400.0,Sci-Fi Horror,7,2.0,"['Gordon Carroll', 'David Giler', 'Walter Hill', 'Gale Anne Hurd']",R,137.0,1454.0,R,Fantasy_Scifi,,1986.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,98.0,94.0,15,2,63
Aliens in the Attic,7/31/2009,45000000.0,John Schultz,Fox,25200412.0,30149100.0,Family Adventure,0,0.0,['Arnon Milchan'],PG,86.0,3108.0,PG,Family,114.0,2009.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,81,12,64
Aliens of the Deep,1/28/2005,0.0,"James Cameron, Steven Quale",Buena Vista,8968684.0,12436300.0,IMAX,0,0.0,['James Cameron'],G,47.0,27.0,G,Other,1056.0,2005.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,82,9,65
Aliens Vs. Predator - Requiem,12/25/2007,0.0,"Colin Strause, Greg Strause",Fox,41797066.0,52897100.0,Sci-Fi Horror,0,0.0,['John Davis'],R,86.0,2617.0,R,Fantasy_Scifi,89.0,2007.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,83,2,66
Alive,1/15/1993,0.0,Frank Marshall,Buena Vista,36733909.0,79235200.0,Action Drama,0,0.0,['Kathleen Kennedy'],R,126.0,1337.0,R,Act_Adven,,1993.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,84,0,67
Alive and Kicking,4/7/2017,0.0,0,Magnolia,68485.0,68300.0,Documentary,0,0.0,,R,88.0,11.0,R,Documentary,76.0,2017.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10,4
All About Steve,9/4/2009,0.0,0,Fox,33862903.0,40389100.0,Comedy,0,0.0,,PG-13,99.0,2265.0,PG-13,Comedy,97.0,2009.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
All About the Benjamins,3/8/2002,15000000.0,0,New Line,25916319.0,39833500.0,Action Comedy,0,0.0,"['Matt Alvarez', 'Ice Cube']",R,95.0,1519.0,R,Act_Adven,76.0,2002.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,68
All Babes Want to Kill Me,2/16/2005,0.0,0,High Cotton Films,11975.0,16700.0,Comedy,0,0.0,,PG-13,82.0,1.0,PG-13,Comedy,,2005.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
All Dogs Go to Heaven,11/17/1989,0.0,Don Bluth,United Artists,27100027.0,59908600.0,Animation,0,0.0,,G,89.0,1591.0,G,Animation,,1989.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,85,13,4
All Dogs Go to Heaven 2,3/29/1996,0.0,0,MGM,8620678.0,17416900.0,Animation,0,0.0,,G,81.0,2037.0,G,Animation,,1996.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,13,4
All Eyez on Me,6/16/2017,40000000.0,Benny Boon,Lionsgate/Summit,44922302.0,44831000.0,Drama,0,0.0,['James G. Robinson'],R,140.0,2471.0,R,Drama,48.0,2017.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,86,6,69
All Good Things,12/3/2010,0.0,Andrew Jarecki,Magnolia,582024.0,655000.0,Thriller,0,0.0,['Bruna Papandrea'],R,101.0,35.0,R,Crime_Thriller,125.0,2010.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,87,3,70
All Hat,1/18/2008,0.0,0,Alliance,15198.0,18900.0,Western Comedy,0,0.0,,R,89.0,2.0,R,Western,51.0,2008.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,15,4
All I See is You,10/27/2017,30000000.0,Marc Forster,Open Road Films,217644.0,217700.0,Drama,0,0.0,,R,110.0,283.0,R,Drama,13.0,2017.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,88,6,4
All I Wanna Do,3/24/2000,0.0,0,Redeemable,5838.0,9700.0,Unknown,0,0.0,,PG-13,104.15257614574438,1.0,PG-13,None,6.0,2000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
All I Want for Christmas,11/8/1991,0.0,0,Paramount,14812144.0,31418600.0,Family,0,0.0,,G,92.0,1507.0,G,Family,,1991.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1,12,4
All is Bright,10/4/2013,0.0,0,Anchor Bay Films,4556.0,5200.0,Comedy / Drama,0,0.0,,R,107.0,10.0,R,Comedy,2.0,2013.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
All Is Lost,10/18/2013,0.0,J.C. Chandor,Roadside Attractions,6263670.0,6718700.0,Drama,1,0.0,"['Justin Nappi', 'Teddy Schwarzman', 'Kevin Turen']",PG-13,100.0,483.0,PG-13,Drama,132.0,2013.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,94.0,63.0,89,6,71
All Night Long,3/6/1981,0.0,0,Universal,4454295.0,14308200.0,Unknown,0,0.0,,R,88.0,,R,None,,1981.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
All of Me,9/21/1984,0.0,0,Universal,36403064.0,96749800.0,Fantasy Comedy,0,0.0,,PG,93.0,1200.0,PG,Fantasy_Scifi,,1984.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,91.0,67.0,1,2,4
All or Nothing,10/25/2002,9000000.0,Mike Leigh,United Artists,201546.0,305700.0,Unknown,0,0.0,,R,128.0,16.0,R,None,,2002.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,90,11,4
All Over Me,4/25/1997,0.0,0,Fine Line,292577.0,569200.0,Drama,0,0.0,,R,90.0,,R,Drama,,1997.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
All Over the Guy,8/10/2001,0.0,0,Lions Gate,1022324.0,1613000.0,Romantic Comedy,0,0.0,"['Scott Budnick', 'Don Roos']",R,95.0,35.0,R,Romance,,2001.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,5,72
All Roads Lead Home,9/26/2008,0.0,0,Waldo West Productions,43907.0,54600.0,Family,0,0.0,,PG,108.0,46.0,PG,Family,13.0,2008.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,12,4
All Saints,8/25/2017,2000000.0,0,Sony / Columbia,5802208.0,5802200.0,Drama,0,0.0,,PG,108.0,846.0,PG,Drama,,2017.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
All That Jazz,12/20/1979,0.0,0,Fox,37823676.0,134567900.0,Musical,9,4.0,,R,123.0,,R,Musical,,1979.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,85.0,86.0,1,8,4
All the Boys Love Mandy Lane,10/11/2013,0.0,Jonathan Levine,Radius-TWC,0.0,0.0,Horror,0,0.0,['Keith Calder'],R,88.0,,R,Horror,,2013.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,91,4,73
All the King's Men,9/22/2006,55000000.0,Steven Zaillian,Sony / Columbia,7221458.0,9845500.0,Drama,0,0.0,"['Scott Budnick', 'Ryan Kavanaugh', 'Todd Phillips']",PG-13,141.0,1520.0,PG-13,Drama,23.0,2006.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,92,6,74
All the Little Animals,9/3/1999,0.0,0,Lions Gate,26558.0,46700.0,Unknown,0,0.0,,R,104.15257614574438,10.0,R,None,,1999.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
All the Marbles,10/16/1981,0.0,0,MGM,6468195.0,20777300.0,Unknown,0,0.0,,R,113.0,,R,None,,1981.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,11,4
All the Money in the World,12/22/2017,0.0,Ridley Scott,TriStar,0.0,0.0,Crime,0,0.0,,R,104.15257614574438,,R,Crime_Thriller,,2017.0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0.0,0.0,76,3,4
All the President's Men,4/7/1976,0.0,Alan J. Pakula,Warner Bros.,70600000.0,295989700.0,Drama / Thriller,5,0.0,,PG,138.0,,PG,Drama,,1976.0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,5,0,93.0,92.0,93,6,4
All the Pretty Horses,12/25/2000,57000000.0,0,Miramax,15540353.0,24848700.0,Western,0,0.0,,PG-13,117.0,1593.0,PG-13,Western,,2000.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,15,4
All the Real Girls,2/14/2003,0.0,David Gordon Green,Sony Classics,549666.0,814000.0,Unknown,0,0.0,,R,108.0,25.0,R,None,146.0,2003.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,94,11,4
All the Right Moves,10/21/1983,0.0,0,Fox,17233166.0,48854600.0,Sports Drama,0,0.0,,R,91.0,909.0,R,Sports,,1983.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,7,4
All These Sleepless Nights,4/7/2017,0.0,0,The Orchard,20762.0,20700.0,Drama,0,0.0,,R,100.0,5.0,R,Drama,41.0,2017.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1,6,4
All's Faire in Love,10/28/2011,0.0,0,Hannover House,22180.0,25000.0,Comedy,0,0.0,,PG-13,104.0,75.0,PG-13,Comedy,6.0,2011.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,4
